username, created_at, lng, lat, text
KeerTwe, Sat Apr 18 05:53:26 +0000 2020, -118.411907, 34.020789, @luong_roger Now that's how Animals Should Be Treated. With LOVE, KINDNESS, AFFECTION And COMPASSION.Who Knows, Ma… https://t.co/UHCIod09IR 
wesschertz, Sat Apr 18 05:53:26 +0000 2020, -118.411907, 34.020789, @kschertz 
dj313___, Sat Apr 18 05:53:26 +0000 2020, -79.857363, 36.090397, @DavePostsTweets What? 
ahaApache, Sat Apr 18 05:53:26 +0000 2020, -77.604684, 41.117936, @oBriua @yFaux_ @Sparks_MFR @DinnoGB Cod2 kar98 fucking cross map or carentan 
skywrId, Sat Apr 18 05:53:26 +0000 2020, -118.328710, 33.991379, i’m gonna cry 
CLRaj28, Sat Apr 18 05:53:27 +0000 2020, -103.508777, 31.415203, @Hawaiianboyyyy @AJimenez_AJ @DarreckEncinia @JoeMainJoee @Oscaarxog It’s a 229/242 cam w 115 LSA. I couldn’t bump… https://t.co/2bAhfmHbb9 
lovemayaxoxo, Sat Apr 18 05:53:27 +0000 2020, -119.319526, 36.319486, lowkey.. that pink one kinda cute 
LisaLStewart2, Sat Apr 18 05:53:27 +0000 2020, -96.761753, 32.819858, I'm a Survivor and I HV Awesome friend's N higher than Garth Places. @KidRock hd Fam, https://t.co/Iqt2m0Dq5S 
haleyynsmithh, Sat Apr 18 05:53:27 +0000 2020, -117.397616, 33.935822, Wish I had someone to talk to 🤧 
serg4hunnid, Sat Apr 18 05:53:27 +0000 2020, -118.159729, 34.035297, I just cashed out on 8 shoes . And the flip I’m so is gunna be insane 🤑 I spent 1500 but the profit gon be crazy watch 
Cool_Beanso20, Sat Apr 18 05:53:27 +0000 2020, -117.603783, 34.045158, 🤤 https://t.co/137FG2ZKU0 
Ashleylynn018, Sat Apr 18 05:53:27 +0000 2020, -119.829184, 39.612133, I hope my twitter crush has a great night and only him 
tormentodehielo, Sat Apr 18 05:53:27 +0000 2020, -100.293591, 25.641718, Y Porqué no poner al Cuidado de las Personas infectadas con #COVIDー19mx que están en sus Hogares en cuarentena a T… https://t.co/xS8kvz1xGr 
LexxClarkk, Sat Apr 18 05:53:27 +0000 2020, -111.634531, 33.242370, i need a hug bro i’m going to d*e 
AmyJaco55008777, Sat Apr 18 05:53:27 +0000 2020, -78.357828, 44.481491, @MichelleRempel 
nmg0472, Sat Apr 18 05:53:27 +0000 2020, -104.787092, 41.135283, 翘臀   谁有翘臀  拿出来欣赏一下 https://t.co/BQbkRrlJX0 
Giotha_Jetseta, Sat Apr 18 05:53:28 +0000 2020, -105.004146, 39.823183, @ajrivera__ Lies 🤣🤣🤣 
KinfolkDRay, Sat Apr 18 05:53:28 +0000 2020, -97.285913, 32.779967, Vote today! https://t.co/xFKfUb921o 
SeahawksForever, Sat Apr 18 05:53:28 +0000 2020, -122.194398, 47.481598, This shouldn’t even be close. Ace 2 was putrid. An embarrassment. Almost.... and I say almost.... on par with Caddy… https://t.co/3Pk70UjaI2 
GeeRayAllDay_1, Sat Apr 18 05:53:28 +0000 2020, -106.417430, 31.793368, Your lovely neighborhood strippers couldnt wait a couple more weeks to work, here they are having "client partys".… https://t.co/LKXzsxy5JF 
Kingbeentrill, Sat Apr 18 05:53:28 +0000 2020, -122.630908, 45.536402, Don’t be someone’s “sometimes”... 
cocomanolo_, Sat Apr 18 05:53:28 +0000 2020, -95.446486, 29.838495, The way Frank expressed his sick lil love with Bonnie to Xavier. 😩🥰😍 lmao. #HTGAWM 
TajDarielle, Sat Apr 18 05:53:28 +0000 2020, -80.122619, 26.721896, None 
brandonpkidd, Sat Apr 18 05:53:28 +0000 2020, -112.035251, 40.507872, @jckgmb @TomiLahren I’m fine thanks! I just like to point out sheep that haven’t a clue. You can go back to sleep now little sheep. 
_bbode, Sat Apr 18 05:53:28 +0000 2020, -90.011008, 29.982601, @AlexStampley Right bro😂 i need to find me a steal 
alex_ayala4, Sat Apr 18 05:53:28 +0000 2020, -98.189648, 26.167904, @fabianram_15 All drunk rn you’re in my loving room😂 
weeternaI, Sat Apr 18 05:53:28 +0000 2020, -80.233328, 25.782353, ami bomb looking pretty💜#BANGBANGCON @BTS_twt https://t.co/L5mDwfw3Ve 
Javi, Sat Apr 18 05:53:28 +0000 2020, -122.304753, 37.890146, @_rogerogden @taquitos So I got macOS Catalina to run with VMware on Windows 10, and performance running swift code… https://t.co/1WgqD6GCm1 
elygoat_, Sat Apr 18 05:53:28 +0000 2020, -121.300425, 37.980826, Some Quarentine things. https://t.co/RVSmJgkJNh 
qneekss, Sat Apr 18 05:53:29 +0000 2020, -97.455741, 35.695222, gonna start streaming Runescape at 4K 3,000FPS 
nbanyai, Sat Apr 18 05:53:29 +0000 2020, -93.604359, 45.451948, If you could have any souvenir from a concert what would it be?For me @EarlDibblesJr tank and @Tripp_Howell from @LancoMusic drum stick. 
handmadevirgo, Sat Apr 18 05:53:29 +0000 2020, -82.669467, 40.365160, dorothy mantooth is a SAINT 
panthersquad, Sat Apr 18 05:53:29 +0000 2020, -95.369400, 29.760200, Just posted a photo @ Houston, Texas https://t.co/cPqmTwC8Ln 
D1__Dre, Sat Apr 18 05:53:29 +0000 2020, -80.207263, 25.944446, https://t.co/gB9DNdNwk0 
babyfacetat, Sat Apr 18 05:53:29 +0000 2020, -87.732013, 41.833585, @alesiavsworld Same and it’s so hard starting over because of that lol. It’s frustrating so you’d kinda rather be alone. 
ScoutTVEriskyne, Sat Apr 18 05:53:29 +0000 2020, -73.831187, 40.670879, why was i having a meltdown, you may ask? easy. autism. 
Meryteee, Sat Apr 18 05:53:29 +0000 2020, -95.446486, 29.838495, ASDFGJKL LMFAOOOOOO 
yaagirlmo, Sat Apr 18 05:53:29 +0000 2020, -100.076888, 31.168893, https://t.co/em8SXcruJG 
handsoffmom, Sat Apr 18 05:53:29 +0000 2020, -113.490611, 37.123716, @peterjhasson Sí 
ShawnSaid_, Sat Apr 18 05:53:29 +0000 2020, -75.117998, 40.004866, @theatergrl4life https://t.co/SKhqu9YMiJ 
camgoinham, Sat Apr 18 05:53:29 +0000 2020, -92.061177, 30.206079, @Jasssminee_ Girllll wtf else you gonna do in the house bored????? 
waldoaldo97, Sat Apr 18 05:53:29 +0000 2020, -112.124676, 33.552863, Big 'National Enquirer' vibes lol 
da1don, Sat Apr 18 05:53:30 +0000 2020, -95.446486, 29.838495, @Coko_DON Oop 
Sabre_ina, Sat Apr 18 05:53:30 +0000 2020, -119.025163, 35.346902, I reallyyyyy want a margarita 🥴🥴 
StalkingKyle, Sat Apr 18 05:53:30 +0000 2020, -86.791549, 36.200008, @BillyJustus 😬 fair enough...sorry. But it’s the joy of sound man! Let it uplift you 
richdana44, Sat Apr 18 05:53:30 +0000 2020, -117.022695, 38.502147, Sorry - mixing food and ultimate twitter tonight 
damniteli, Sat Apr 18 05:53:30 +0000 2020, -100.453089, 31.440523, @YarrishShannon @gawill23 You can’t be putting my info out here on the interwebs like that 🙃 
cxssxndra, Sat Apr 18 05:53:30 +0000 2020, -121.873730, 37.331159, @_lunacakes no she had bad brows 
luisac25, Sat Apr 18 05:53:30 +0000 2020, -107.342056, 24.662488, @yolamoraila @Marielaip Confirmo x2 
BABYLONALLISON, Sat Apr 18 05:53:30 +0000 2020, -92.436774, 38.304558, Hola chicos soy Michael 
pooyan1920, Sat Apr 18 05:53:30 +0000 2020, -96.761753, 32.819858, @lorsteibel @SquareEnix @VirtuaCam_ @WeArePSLovers @PS4shareGIF @Urban_Tentacles @gametographers Thanks, will do ;) 
ss_santillan, Sat Apr 18 05:53:30 +0000 2020, -97.935192, 29.895606, Oh shit it’s Saturday. 
EmbraceMeHere, Sat Apr 18 05:53:30 +0000 2020, -83.173867, 32.678207, @lithplaura LMAOOOOOOOOOOOOO 
izzymunoz7, Sat Apr 18 05:53:30 +0000 2020, -95.446486, 29.838495, Freshly shaved = confidence boost 
MrMikeJacksonI1, Sat Apr 18 05:53:30 +0000 2020, -81.705467, 41.495940, Not, Trump.#StayHome #Covid_19 
_BWA, Sat Apr 18 05:53:30 +0000 2020, -71.421832, 41.817084, @valerieeaa__ @Itsnestookehh__ How? Next live im tagging brenda 
TissueGod, Sat Apr 18 05:53:30 +0000 2020, -84.200366, 39.780358, @ProTayToeGamer2 My response https://t.co/ayHdMlEHNv 
Butter_Babs, Sat Apr 18 05:53:31 +0000 2020, -118.408990, 34.006012, Don't ever sell yourself short, for acceptance Accept the new, don't mangle on the pastBelieve yourself, trust yo… https://t.co/R1wT94ryKc 
ClickClackATX, Sat Apr 18 05:53:31 +0000 2020, -97.754724, 30.323346, Lets be honest. You gotta give Tee first day out but Sada Baby goes way harder on average 
kvkaylla, Sat Apr 18 05:53:31 +0000 2020, -96.856440, 32.543143, this definitely a mood 😭😭 
hunniemimaw, Sat Apr 18 05:53:31 +0000 2020, -117.998733, 33.692542, @chrissyteigen What’s really more amazing than that “lie” would be the fact that you have a MINI John for real!! Th… https://t.co/TfZBoBCplr 
HBballnews, Sat Apr 18 05:53:31 +0000 2020, -86.109951, 42.765600, 2020 HOPEYs Nominees: Female Athlete of the Year https://t.co/Sno4ur2qNa 
13edolla, Sat Apr 18 05:53:31 +0000 2020, -121.581229, 37.004844, @DebatingHipHop_ King shit https://t.co/wRnjTtfvRE 
RobertWelchMBA, Sat Apr 18 05:53:31 +0000 2020, -72.006132, 44.430195, Peak of the week is when Peter Mansbridge reads my email on his podcast... crap! 
unorthodox_wf, Sat Apr 18 05:53:32 +0000 2020, -90.158017, 32.230987, @AllyiahsFace I think d pregnancy test was positive... 
TJENightlife, Sat Apr 18 05:53:32 +0000 2020, -73.948775, 40.655138, @lilycollinsx3 Lilly baby u don’t even drive. 😭 stay away from@the gas stations 
slayjayyy, Sat Apr 18 05:53:32 +0000 2020, -72.276755, 43.708830, I'm DONE. When Lucrecia said "I have feelings bitch"....I ~ felt ~ thatttttt 
LunaCadenza, Sat Apr 18 05:53:32 +0000 2020, -68.984705, 45.188407, @cuItgi @FrankiSeoul Or their one song that I love a lot "I like it" is actually more of a breakup song 😭 
EliphasWilliam, Sat Apr 18 05:53:32 +0000 2020, -76.148999, 39.497703, @maurinetheuri Hmmm , then? 
Tosian_o, Sat Apr 18 05:53:32 +0000 2020, -86.270540, 45.001180, You people are rude on this app 😂 
VivaLaSTACiA, Sat Apr 18 05:53:32 +0000 2020, -86.142922, 39.779562, This mf @Quick_317 swears he was Going to stay up and he sleep. You’re fired 🙄 
MySwaggReal1, Sat Apr 18 05:53:32 +0000 2020, -73.948775, 40.655138, 😭😭😭😭😭 
vicsalminen, Sat Apr 18 05:53:32 +0000 2020, -117.104989, 32.810012, every other girls’ man: hypes them up, shows them off, takes cute pics/vids of them.my man: puts a vid of me on hi… https://t.co/eym3pIJ2zj 
disneywjoseph, Sat Apr 18 05:53:33 +0000 2020, -118.325145, 34.182160, @_gabi1913 thank u ❤️ 
_NoeGamez, Sat Apr 18 05:53:33 +0000 2020, -109.103726, 25.921947, @cindysacr Quieres los videos? 
Belladelfia, Sat Apr 18 05:53:33 +0000 2020, -73.948775, 40.655138, Why did I check Facebook memories 😩😭😭😭 https://t.co/YZs9cCMsBN 
theo042296, Sat Apr 18 05:53:34 +0000 2020, -80.926628, 33.631140, If you don’t have time to watch it all (which I strongly recommend you do) then just go to about the 7:10 mark. 
PTAli1, Sat Apr 18 05:53:34 +0000 2020, -122.194398, 47.481598, @gawendaseminars Seriously Rick, you need to watch this episode of almost live, when area codes were added in Seatt… https://t.co/pEZ7v3BqVp 
katzellbonnie, Sat Apr 18 05:53:34 +0000 2020, -105.063942, 40.564190, @ericnamofficial love listening to your songs while driving to and from work, still trying to figure out everything… https://t.co/MntdpWeZLA 
MaxWimmer_21, Sat Apr 18 05:53:34 +0000 2020, -111.917026, 40.765805, miss this place fav to go when quarantine is over 
SallyMoen2, Sat Apr 18 05:53:34 +0000 2020, -122.231788, 47.959950, @70s_party You can still get this from a UK teapot maker 
uhh_layy, Sat Apr 18 05:53:34 +0000 2020, -81.800579, 32.440511, i know i be going through shit when the smallest inconvenience happens and makes me tear up cause bitch why you cry… https://t.co/FkuyhAEivW 
ThatGirlTeara, Sat Apr 18 05:53:34 +0000 2020, -93.809434, 32.461107, @Justme_DJ3 😂 I mean yeah but that’s not abnormal 
mirandastyles55, Sat Apr 18 05:53:34 +0000 2020, -82.929418, 42.376424, Ok plot foiled 😬  that was tense 
mvsooon, Sat Apr 18 05:53:34 +0000 2020, -85.851722, 33.714237, @Rannman_KK i have no idea how u got pregnant bro i don’t even wanna know 
amarse, Sat Apr 18 05:53:34 +0000 2020, -71.088712, 42.313670, day 33 of quarantine ...15 trulys deep ...2am ...new @jeremyzucker album ...WHAT COULD GO WRONG 
4thysoul, Sat Apr 18 05:53:34 +0000 2020, -120.629217, 35.076532, I’m ready for more 🙏🏼🥰😍 https://t.co/0sYSYcDIXa 
fadedlexrated, Sat Apr 18 05:53:35 +0000 2020, -97.432425, 27.737151, i miss rumple 
Fckendrick, Sat Apr 18 05:53:35 +0000 2020, -119.827182, 39.512436, @emilyyoshida RIP @grantland33 
HaileyRut, Sat Apr 18 05:53:35 +0000 2020, -92.436774, 38.304558, I will now be greeting everyone I meet with a double clap. I’m sure that’ll go super well. 
RisingPathMusic, Sat Apr 18 05:53:35 +0000 2020, -93.361321, 46.441861, @UncleT612 @MarietteMusic @Ackronem So proud of you! This is HUGE https://t.co/JDCaEzxSvp 
josequi35573190, Sat Apr 18 05:53:35 +0000 2020, -97.754724, 30.323346, @BurgosSV Jajajajja. Diputado más pemmmmmmdjo 
lauroholla, Sat Apr 18 05:53:35 +0000 2020, -73.134847, 40.740156, 16°- at 16 years old I finally stated to recognize my sexuality and had my first gf and started coming out to frien… https://t.co/7MgRvOkQSn 
presidentkylaah, Sat Apr 18 05:53:35 +0000 2020, -106.417430, 31.793368, @cruz_neisha the walmart on zaragoza 
201meco, Sat Apr 18 05:53:35 +0000 2020, -74.111971, 40.792200, would do anything to go to bed bath and beyond rn 
JACKIEBEAT, Sat Apr 18 05:53:35 +0000 2020, -118.136193, 34.193809, Can’t some of those MEN WHO STARE AT GOATS please just concentrate really hard and stop his McDonalds-enlarged heart? #NationalHero 
Melanierram, Sat Apr 18 05:53:35 +0000 2020, -78.657837, 35.843981, No one can tell me shit anymore I know my power 
alexseyreyes, Sat Apr 18 05:53:35 +0000 2020, -95.207771, 29.672102, @joesouth89 https://t.co/12TwGp3OjV 
phil_heal, Sat Apr 18 05:53:35 +0000 2020, -87.732013, 41.833585, Probably same sex secondary school, it was just vibes 
LivKristen, Sat Apr 18 05:53:35 +0000 2020, -73.849441, 40.850347, @SheistyNYC Got youuu! I’m making money to buy my Luka boy more gifts lmaoo 
shougaal76, Sat Apr 18 05:53:36 +0000 2020, -77.493170, 37.529883, I need to stop thinking about food all the time😊 
KiloCharlieTO, Sat Apr 18 05:53:36 +0000 2020, -79.272570, 43.629311, @acnhbooty Cool! Let me know what DIYs you have to trade? 🙂 
NPDANN, Sat Apr 18 05:53:36 +0000 2020, -86.739750, 33.481181, Great opportunity! 
marybontog, Sat Apr 18 05:53:36 +0000 2020, -157.917817, 21.374833, I have to room to myself tonight idk if I’m happy or sad lol 
Jasminmeraz12, Sat Apr 18 05:53:36 +0000 2020, -96.761753, 32.819858, @ELIZABETHCOWIE You got this momma! 
allie_englert, Sat Apr 18 05:53:36 +0000 2020, -87.102400, 37.765135, @TochiTrueStory @angiecthomas So much talent in one image! 
EmmanuelVanii, Sat Apr 18 05:53:36 +0000 2020, -106.568008, 31.452274, @PepeYTeo  @Ricardo_Peralta  @CesarTeo Díganme que están siguiendo todo el show de estos señores del… https://t.co/dXGFyyY1y1 
SWueschner, Sat Apr 18 05:53:36 +0000 2020, -86.457744, 32.468104, @summerstormsum haven’t seen you around.  Miss you 
cyerranikole, Sat Apr 18 05:53:36 +0000 2020, -100.076888, 31.168893, Cam is snoring and taking the whole bed up 
CreoleBabyBritt, Sat Apr 18 05:53:36 +0000 2020, -76.362276, 37.050897, @BarkyBoogz Where did you get that name from 
marizZza_, Sat Apr 18 05:53:37 +0000 2020, -100.076888, 31.168893, @Zillalicious https://t.co/P1MP4XOs9P 
AmyJaco55008777, Sat Apr 18 05:53:37 +0000 2020, -78.357828, 44.481491, @BrockWHarrison 
MikeDrewWhat, Sat Apr 18 05:53:37 +0000 2020, -93.105649, 44.941516, @dilanesper Hear you.Bottom line, I think this is one of the more uncertain selections we’ve seen recently, albei… https://t.co/H2LqWEXIPQ 
stinapag, Sat Apr 18 05:53:37 +0000 2020, -95.446486, 29.838495, @wendydheard Though I guess the Rooskis are still a thing. 
guyton_travis, Sat Apr 18 05:53:37 +0000 2020, -97.582341, 30.244165, @BillB90 @TheHoopCentral Youtube exists, he’s still not better than Ray or Klay 
MtnSports37, Sat Apr 18 05:53:37 +0000 2020, -79.420865, 38.003376, Congratulations! 
EverydayDaBrand, Sat Apr 18 05:53:37 +0000 2020, -73.950000, 40.650000, Just posted a photo @ Brooklyn, New York https://t.co/ay8epdmjx2 
rachel_morgan97, Sat Apr 18 05:53:37 +0000 2020, -68.984705, 45.188407, Pt. 2 https://t.co/DrvcsZus0t 
LuCkY_ChArM98, Sat Apr 18 05:53:37 +0000 2020, -111.997441, 40.678703, @chelsea_c7 Just changed into shorts and a tank it’s about to get hot in here😈 
deysi7311, Sat Apr 18 05:53:37 +0000 2020, -120.128901, 35.990279, Made some shrimp boil for the first time today and let me just say it came out bomb affff 🤪 
gossiperrrr, Sat Apr 18 05:53:38 +0000 2020, -117.397616, 33.935822, “My throat hurts but I can’t tell is it’s the rona or if it’s from sucking too much ...” -guess that friend😳🥴 
DomTheMVP, Sat Apr 18 05:53:38 +0000 2020, -95.446486, 29.838495, WhooP. 
Jason_Wacker, Sat Apr 18 05:53:38 +0000 2020, -93.389864, 41.938228, @BetoORourke 🤣🤣🤣🤣 🤡 🤡 
quis__custodiet, Sat Apr 18 05:53:38 +0000 2020, -118.172590, 33.949810, 0553ZN957LA COUNTY OF LOS ANGELESSquawk: 1206N33.9498 W118.1726Altitude: 800ftCourse: 155ºGroundspeed: 111kts https://t.co/jAsXbkniIS 
my_thousand, Sat Apr 18 05:53:38 +0000 2020, -111.880874, 33.282450, @smc429 @realDonaldTrump He realizes NOTHING. 
_kassyquezada, Sat Apr 18 05:53:38 +0000 2020, -119.782465, 36.786042, @kdelgadillo501 
dom718_, Sat Apr 18 05:53:38 +0000 2020, -73.849441, 40.850347, nah fr this one fucked me up.. 
test5geo1798, Sat Apr 18 05:53:39 +0000 2020, -122.398720, 37.781157, TEST_LAT/LON: 3bf3c02b-582e-43c3-89f8-4b1c740da82f 
KnuckleClown, Sat Apr 18 05:53:39 +0000 2020, -93.361321, 46.441861, @Romaker Lethal weapon frog sounds like something @SklogBMT would know about! 
MarcoPadilla10, Sat Apr 18 05:53:39 +0000 2020, -97.477426, 25.972106, Me rn https://t.co/TUsrErPaAU 
ricky_bright, Sat Apr 18 05:53:39 +0000 2020, -96.832009, 32.959788, @knittedsweater @hotdogsladies Plz 
TajDarielle, Sat Apr 18 05:53:39 +0000 2020, -80.122619, 26.721896, None 
LosNivel, Sat Apr 18 05:53:39 +0000 2020, -97.285913, 32.779967, Psicodelica by junior h 💪🏼🔥 #LDSN https://t.co/ww4Hi4sKC3 
crazyy_lann, Sat Apr 18 05:53:39 +0000 2020, -96.423117, 33.938773, Why did “cunt” come to mind??????  I don’t even use that word 😂😂🤦🏽‍♀️ 
Drisjany, Sat Apr 18 05:53:39 +0000 2020, -79.943748, 43.523123, @SistaSparkles @_Abenyy إن شاء الله. A ku imura awe. Olohun a d’emi wa si ju’gba yen lo. Ameen. 
Cee_choice, Sat Apr 18 05:53:39 +0000 2020, -122.877527, 45.552215, A pediatrician told me I should be washing my hands like I gave a homeless man a hand job to completion and then ha… https://t.co/mp6Bh432hv 
judy_armes, Sat Apr 18 05:53:39 +0000 2020, -86.791549, 36.200008, Pet of the week📺🐩🍀🐕☘🏡🍎https://t.co/lJtcubxud1 
nanetteguild, Sat Apr 18 05:53:39 +0000 2020, -115.025000, 36.029200, ✨Do You  Need Your Redken Products Shipped To Your Home? 📦🏠👉🏻Click On The Link Tree URL In Our Bio, Directing You… https://t.co/KZHf6Buqul 
ctrlaltalec, Sat Apr 18 05:53:40 +0000 2020, -96.761753, 32.819858, @nintendheux https://t.co/OBHxKJPMWK 
BROcastPodcast, Sat Apr 18 05:53:40 +0000 2020, -75.117998, 40.004866, Look for an all new FALSE FINISH tomorrow. Check out the brand new FALSE FINISH t-shirt! @BodySlamDotNet… https://t.co/bpP3KKY553 
cunningham_man8, Sat Apr 18 05:53:40 +0000 2020, -111.547029, 39.499762, Okay just because I’m fragile rn @ColleenB123 doesn’t mean you have to call me out 🥺😭💗 that Miranda video was amazi… https://t.co/P7GLJSIkNu 
TariqWavey, Sat Apr 18 05:53:40 +0000 2020, -78.895441, 35.990983, I will always EARN my spot 
stephiepkm, Sat Apr 18 05:53:40 +0000 2020, -83.574671, 41.656590, @TheEllenShow R U kidding me? https://t.co/FcFlip73au 
fbglola, Sat Apr 18 05:53:40 +0000 2020, -110.915573, 32.189391, https://t.co/hf01OA8LzR 
Kiddbillinger, Sat Apr 18 05:53:40 +0000 2020, -84.644926, 33.779824, @MyPinkSelf Bet yeah now it seems less serious. I thought I was in trouble 
kirkobainz, Sat Apr 18 05:53:40 +0000 2020, -98.713084, 29.550182, @alexisclairefit Omg!! Happy birthday angel!!! Wish we were celebrating ily 💕🥺 
LBT_Animosity, Sat Apr 18 05:53:40 +0000 2020, -75.459565, 43.210005, @crimedog69_100 @EinIndy @robbystarbuck @realDonaldTrump Who the fuck is defending China?  For right now, Fuck Chin… https://t.co/do0Vse9Xfu 
_cesarrrrv, Sat Apr 18 05:53:40 +0000 2020, -119.710694, 39.574217, I’ll keep on praying 
D1__Dre, Sat Apr 18 05:53:40 +0000 2020, -80.207263, 25.944446, Lil dred😂😂😂😂 https://t.co/XkC24unEaN 
Mikahthegreat_, Sat Apr 18 05:53:40 +0000 2020, -90.178629, 30.001244, Look of you find one, out me on her brother! 
bonni3Luxx, Sat Apr 18 05:53:41 +0000 2020, -118.304663, 33.945234, I know I should have become a mortician when I had the chance 😤 
dom_erella, Sat Apr 18 05:53:41 +0000 2020, -77.230881, 38.916761, I really don’t like those willet sisters. Im soo disappointed in how this turned out. #sequester 
fuckriqo, Sat Apr 18 05:53:41 +0000 2020, -117.462698, 34.108160, @GoodAtSmash @elroieswvnk well done detective 
jerrelynnp, Sat Apr 18 05:53:41 +0000 2020, -71.088712, 42.313670, @JongeeD_ and she still got hers. a queen. 
martianmarxistt, Sat Apr 18 05:53:41 +0000 2020, -95.446486, 29.838495, Oh my god being human is so ghetto!! Why l couldn’t have been a tree?? 
JamelleBennett, Sat Apr 18 05:53:41 +0000 2020, -100.076888, 31.168893, @SubraverD Yo 
jordieee32, Sat Apr 18 05:53:41 +0000 2020, -90.600600, 38.757838, @bekstfu_ This would literally be the easiest thing in the world. I hate everyone right now. 
thatabbbygirl, Sat Apr 18 05:53:41 +0000 2020, -87.732013, 41.833585, @04_omartheomar But a cold bowl especially hits late at night 🤤 
taymichaelle, Sat Apr 18 05:53:41 +0000 2020, -84.917307, 32.482304, Ladies imagine what these niggas would be like without their playstations right now on top of no other entertainment. 
LMBERG44, Sat Apr 18 05:53:42 +0000 2020, -83.804475, 27.698682, No, not Oklahoma. Lived there for a short time. Barren land with really bad summer thunderstorms/tornados. Try Utah… https://t.co/Yoo5sfRazb 
nate2xs, Sat Apr 18 05:53:42 +0000 2020, -73.024963, 40.783790, @96Dezzy I watch that channel all the time lol 
sads_in_plaids, Sat Apr 18 05:53:42 +0000 2020, -117.104989, 32.810012, Warzone is over for y’all once I uhhhh get a PS5 
_iLadarius, Sat Apr 18 05:53:42 +0000 2020, -91.044925, 33.393600, Me after 2 drinks https://t.co/cjj647A1xX 
da1don, Sat Apr 18 05:53:42 +0000 2020, -95.446486, 29.838495, @ItsJustKent What game 
brandybroxton, Sat Apr 18 05:53:42 +0000 2020, -100.076888, 31.168893, Im 17. 
Sabletoothtigre, Sat Apr 18 05:53:42 +0000 2020, -73.948775, 40.655138, Ah the ol debate of should I do something about the fact that I’m hungry again or just go to bed rn🤔 
ZLudwin, Sat Apr 18 05:53:42 +0000 2020, -110.915573, 32.189391, How to build a new city:https://t.co/XGWchVNclp https://t.co/puXzpz8OHi 
FosterKnowsBest, Sat Apr 18 05:53:42 +0000 2020, -87.732013, 41.833585, 200 on live???? .......... 40 ball Saturday !!!!!!!!!!!!!!! https://t.co/IYXeQXaOIJ 
HLFrisbie, Sat Apr 18 05:53:42 +0000 2020, -105.128188, 39.820206, @pastordc3110 https://t.co/QNFNPsZTAn 
SleazyC_, Sat Apr 18 05:53:43 +0000 2020, -118.411907, 34.020789, This woman is literally the same person @PaulineHansonOz  from this fishing meme lmao https://t.co/pMRiksajri 
anelajade, Sat Apr 18 05:53:43 +0000 2020, -155.087125, 19.726992, new Hebrew shell pendant @ Anela's Jade https://t.co/k1vVHzw6wT 
Taraballs, Sat Apr 18 05:53:43 +0000 2020, -149.758794, 61.235042, So defeated. My heart hurts so fucking bad. 
rhuntington3, Sat Apr 18 05:53:43 +0000 2020, -96.961483, 32.863917, @SteelSeries Watching TV!  Played video games most of the day.  Ears needed a break from my headphones. 
JeffEsTake, Sat Apr 18 05:53:43 +0000 2020, -117.802135, 33.733784, But, in the end, the sea moves on... :))) 
juliosanchezor, Sat Apr 18 05:53:43 +0000 2020, -107.342056, 24.662488, gané mi primera partida de lol soy feliz 
sLut4Yoongii, Sat Apr 18 05:53:43 +0000 2020, -76.362276, 37.050897, I LOVE WHEN YOONGI DOES THAT 
sunnysideupsee, Sat Apr 18 05:53:43 +0000 2020, -73.831187, 40.670879, why no one told me how hard it is to make tiktoks. 
ThurayyaGomez, Sat Apr 18 05:53:43 +0000 2020, -122.406672, 37.797988, Umm we’ll take, 4 beers, 2 donjuliotequila #margaritas &amp; 2 @jameson_us &amp; a water for meow so I don’t die mañana!!… https://t.co/Jk5s99IXDE 
oliviaa_n0tw, Sat Apr 18 05:53:44 +0000 2020, -80.084212, 26.617028, ha haaaai would pay anything to fucking just disappear 
crystal_ball17, Sat Apr 18 05:53:44 +0000 2020, -118.156711, 33.809172, @OceanMud I got the same cards twice. 😂 
_NoeGamez, Sat Apr 18 05:53:44 +0000 2020, -109.103726, 25.921947, @Avictoriaach Diablos 
Neilyn_29, Sat Apr 18 05:53:44 +0000 2020, -96.932840, 33.170366, Mierdaaaa verdad que si! 
carlythesweet, Sat Apr 18 05:53:44 +0000 2020, -84.433106, 33.767195, Applying myself to do full interior design projects is toughhhhh 
MrsBrowniscool, Sat Apr 18 05:53:44 +0000 2020, -111.897226, 40.654190, @isabelledbaker I’m fairly confident we don’t need to move! The fault that’s giving us all this excitement is not t… https://t.co/f7lvyHTSWp 
3turntphillip, Sat Apr 18 05:53:44 +0000 2020, -119.319526, 36.319486, I became a beardie dad today🧡 any name suggestions?😅 https://t.co/FOhnHvls4J 
UDreamOfJennyyy, Sat Apr 18 05:53:45 +0000 2020, -96.761753, 32.819858, aight i guess ill put some clothes on! 
RafaelJovovich, Sat Apr 18 05:53:45 +0000 2020, -118.325145, 34.182160, @Rawaaaad You gotta stream some PVP! 
bella__annabel, Sat Apr 18 05:53:45 +0000 2020, -118.156711, 33.809172, PENDEJO TOXICO!! 
rankonemike, Sat Apr 18 05:53:45 +0000 2020, -77.493170, 37.529883, @thatsoray https://t.co/4d8iuBwQnz 
Finessethaplug1, Sat Apr 18 05:53:45 +0000 2020, -77.014398, 38.898603, My baby @AsianDaBrattt going tf off on IG LIVE w/ @theestallion 😍😌 OMG 😱 
