username, created_at, lng, lat, text
EmbraceMeHere, Sat Apr 18 05:53:09 +0000 2020, -83.173867, 32.678207, @DAcholonu Smells like teen spirit smh 
YELLOWSKIMASK, Sat Apr 18 05:53:10 +0000 2020, -119.025163, 35.346902, @GIIIBBYYY Dude 
saucedo162, Sat Apr 18 05:53:10 +0000 2020, -109.103726, 25.921947, Será muy tarde para plancharme el cabello? Estoy aburrida 
Prettty_Af, Sat Apr 18 05:53:10 +0000 2020, -89.017567, 42.257146, @Corinthian_B I can never get into that show 
xxKB__, Sat Apr 18 05:53:10 +0000 2020, -75.117998, 40.004866, that’s not true 😂😂 https://t.co/6WXLq6WerX 
IkwuagwuLeslie, Sat Apr 18 05:53:10 +0000 2020, -96.761753, 32.819858, I love watching netflix shows with val and discussing it after 
Amel_Arii, Sat Apr 18 05:53:10 +0000 2020, -74.992990, 39.949884, Definitely Both &amp; it depends on the mood lol 
___elicastillo, Sat Apr 18 05:53:10 +0000 2020, -73.968542, 40.780709, Took a nap earlier and now I’m UP UP 😩 
SLIKKRIC, Sat Apr 18 05:53:10 +0000 2020, -90.011008, 29.982601, Do you remember when you joined Twitter? I do! #MyTwitterAnniversary Happy Birthday to me😬😬 https://t.co/npMsLdoPvk 
BigSprat_, Sat Apr 18 05:53:10 +0000 2020, -98.540651, 29.417501, hmu 
ReEblynch, Sat Apr 18 05:53:10 +0000 2020, -82.669467, 40.365160, @macey_ladyga you’re so brave my queen 
HangryPoet197, Sat Apr 18 05:53:10 +0000 2020, -92.252156, 30.231529, I keep searching for that supernova sunsetSkies that just melt awayStars in your lapMake a wishYou hope I com… https://t.co/kCv36OHktg 
facken_dai, Sat Apr 18 05:53:11 +0000 2020, -88.285028, 41.437434, @AlecMackowiak They have one of the lowest death counts from Covid 
sexiestcelia, Sat Apr 18 05:53:11 +0000 2020, -123.123581, 49.257639, ohmygod, ano na nanyayare sakenn. 
WinnerRocky, Sat Apr 18 05:53:11 +0000 2020, -116.952353, 32.799253, @IlookLikeRocky @SueKunda @PretenderMovie Watcha doin’ up? It’s like almost 2 AM kid you need to get some rest and get them bones growin’ 🥊 
OwnthefutureMKE, Sat Apr 18 05:53:11 +0000 2020, -88.008899, 42.959286, @TheNoeShow Your trash if your not. You faucet peddling peasant 
wokeupp, Sat Apr 18 05:53:11 +0000 2020, -97.754724, 30.323346, @catpizzas4ever https://t.co/G2BmQxvQsN 
saguyon, Sat Apr 18 05:53:11 +0000 2020, -119.306608, 37.269176, @kimszigatti @davejorgenson yes. Odd that he is being asked to opine on the COVID-19 topic in a public forum.   Not odd the he would accept. 
jeepmanjr, Sat Apr 18 05:53:11 +0000 2020, -82.669467, 40.365160, Before the great war Caitlin (Cait) Kim Black was Gunnery Sergeant in the USMC left the Marine Corps in July 4 2077… https://t.co/OqAy9i81XB 
Crowe1422, Sat Apr 18 05:53:11 +0000 2020, -87.198043, 39.160747, I’d totally be ok with that! @JimmieJohnson @JeffGordonWeb @MartinTruex_Jr https://t.co/dHLYQwy0Oj 
EadsSparkit, Sat Apr 18 05:53:12 +0000 2020, -76.615181, 39.396352, Vibes come a long way. Any vibe that don’t genuinely feel good, I now ignore. 
joannasoon, Sat Apr 18 05:53:12 +0000 2020, -118.411907, 34.020789, @_cafeconpan At first glance, I thought you put the rose in there too! 😅 
Rivas24oficial, Sat Apr 18 05:53:12 +0000 2020, -100.270474, 25.736715, @lerv0204911 Igual compadre y cuídese por favor 
loverofminelexi, Sat Apr 18 05:53:12 +0000 2020, -117.104989, 32.810012, @bears_in_trees just came up on my fyp on TikTok and I screamed. I love them so much 
JermzGXIII, Sat Apr 18 05:53:12 +0000 2020, -117.217920, 33.921924, @xofrcc @joosseer1 Alright that’s a BET 
JaimeePalacios, Sat Apr 18 05:53:12 +0000 2020, -111.498181, 28.969863, Qué bueno que ya voy a quitar mucho a chingar su madre el internet de infinitum. 
Nicksamaripa1, Sat Apr 18 05:53:12 +0000 2020, -100.076888, 31.168893, @nevaehdlr Fasho! 
benitezjas7, Sat Apr 18 05:53:12 +0000 2020, -118.411907, 34.020789, @ehh_melissa_ lmaoooo ihy 
NxGDeezy, Sat Apr 18 05:53:12 +0000 2020, -83.804475, 27.698682, All mixes are in! #NOBODYCARES https://t.co/QFxIf0pXX7 
nolimitdre150, Sat Apr 18 05:53:12 +0000 2020, -76.620482, 39.284713, Travis Scott really fuck up every song he get on 😡 
lizzy_luv, Sat Apr 18 05:53:12 +0000 2020, -96.699604, 33.194651, @Allen_ISD @YouTube I have applied! 😊🤞🏼 
bigdaddyce_, Sat Apr 18 05:53:12 +0000 2020, -73.831187, 40.670879, Y’all might not have anything nice to say about the postal service but it SHOULD NOT BE PRIVATIZED If you care abou… https://t.co/VYghiyZzMa 
Dc930Mike, Sat Apr 18 05:53:12 +0000 2020, -78.764632, 43.009117, Be happy. Smile. Look for the positive things to generate that inner positive energy. Be calm, you can only control… https://t.co/7D2qOHnfkC 
stewarthewett, Sat Apr 18 05:53:13 +0000 2020, -79.861034, 35.170499, @ufc @NateDiaz209 What’s up my boy Nate @NateDiaz209 
Sullyboy13, Sat Apr 18 05:53:13 +0000 2020, -86.270540, 45.001180, Shiiit $kingsolo1327 
whysoangrybyrd, Sat Apr 18 05:53:13 +0000 2020, -93.000418, 45.013759, @TGOTIT_ Right now I’m literally across the street from you. The house across the street on the corner my white aun… https://t.co/D7LSWvFcTb 
Qveenkia_, Sat Apr 18 05:53:13 +0000 2020, -83.173867, 32.678207, I go so hard for my race .. I saw this mix boy on SC said “ I can’t fw black female white females smell better” but… https://t.co/H1xnsIVC3m 
HayajnehHaitham, Sat Apr 18 05:53:13 +0000 2020, -83.213557, 42.314732, @xxanna29 Then don’t do it 
__jayjr_, Sat Apr 18 05:53:13 +0000 2020, -87.732013, 41.833585, One of my closet friends 
BCMsolt, Sat Apr 18 05:53:13 +0000 2020, -77.604684, 41.117936, @MZITO444 @BigErnie2020 @JRyanBlake1 @SexyAssPatriot2 @SJPFISH @CarolMariani1 @LeoDube @LoriinUtah @BlueStateSOS… https://t.co/Zed5BOsKn4 
TajDarielle, Sat Apr 18 05:53:13 +0000 2020, -80.122619, 26.721896, Mind Hunter 
WhereDidJennyGo, Sat Apr 18 05:53:13 +0000 2020, -122.330602, 47.614817, Should I post cute selfies now or wait until tomorrow morning when they’ll get more traction 
EdnaCfree, Sat Apr 18 05:53:13 +0000 2020, -122.435979, 37.770657, @sherilynfenn1 Hey lady. Love you! I am here for you. 
txzeus, Sat Apr 18 05:53:13 +0000 2020, -95.317040, 32.315662, I can’t wait to hear “MAMIIIII QUE TU QUEREEEE”  at the mf club 
bareazzbabe, Sat Apr 18 05:53:13 +0000 2020, -85.978600, 35.830522, @JeffreeStar Thank god! My chihuahua has the same issues along with congestive heart failure 
MsBianca_xo, Sat Apr 18 05:53:13 +0000 2020, -96.761753, 32.819858, @Versacesi1k That you know of...without daddy yankee there will never be no bad bunny or any of them 
febroseadams, Sat Apr 18 05:53:13 +0000 2020, -83.002085, 42.295065, https://t.co/63qecpaks4 
lswelk, Sat Apr 18 05:53:14 +0000 2020, -87.382054, 39.457639, @99freemind @Thomas1774Paine https://t.co/SvrMntT6Px 
LivKristen, Sat Apr 18 05:53:14 +0000 2020, -73.849441, 40.850347, @murrrlll Im@doing one tomorrow babe cus I’m too tired to organize another one right now but if you wanna join it just dm me 
m_cocci, Sat Apr 18 05:53:14 +0000 2020, -85.391350, 40.197240, @JoeSantagato THIS PICTURE HAS TO BE FROM THAT FUCKING ETSY WEBSITE 😭🖕🏼 https://t.co/mPGgkO8IPU 
hollydermody, Sat Apr 18 05:53:14 +0000 2020, -97.406098, 31.110477, 🖕🏽✌🏽🎙⬇️ 
PollyMotzko, Sat Apr 18 05:53:14 +0000 2020, -115.223125, 36.232915, https://t.co/E5Y32S6ABU 
TygerDye, Sat Apr 18 05:53:14 +0000 2020, -80.095050, 26.976239, Thank god for you!  I feel so much safer with you!! 
SugahbearCraw, Sat Apr 18 05:53:14 +0000 2020, -78.895441, 35.990983, I wish Liza lasted a little longer it was a pleasure to see her again. Bbcan OG #Sequestermini #sequester 
Kenndre2U, Sat Apr 18 05:53:14 +0000 2020, -83.099288, 42.352787, Ugh I’m bored 
Purrpatrol, Sat Apr 18 05:53:14 +0000 2020, -88.164155, 41.864506, @mitchellvii It’s sustained contact.New Yorkers have bigger families in closer contact. Californians have smaller… https://t.co/Am3nLClm4n 
test5geo1798, Sat Apr 18 05:53:14 +0000 2020, -122.416738, 37.776796, TEST_PLACE: db43ea80-6a98-459b-aebd-5dc1528ff4b8 
hcarreon_zuly, Sat Apr 18 05:53:14 +0000 2020, -100.365274, 25.807314, no puedo creer :( https://t.co/Mq2jZozHIz 
ladyyreese, Sat Apr 18 05:53:14 +0000 2020, -82.985772, 39.994684, i remember my ex cheated on me with a bitch and i turned around and made her my bitch 🤣 funny how the tables turn huh 😂😂😂 
JiggyJahson, Sat Apr 18 05:53:14 +0000 2020, -118.125196, 34.583629, @i3abyg Thank ya thank ya 
_itsstephhyo, Sat Apr 18 05:53:14 +0000 2020, -121.145902, 36.176243, Did you know this!!?! @maria_alvaraddo 
zacxmoore, Sat Apr 18 05:53:15 +0000 2020, -111.931711, 34.168253, my friends hate me. https://t.co/XdV7SXj8v6 
ohaiijuvie, Sat Apr 18 05:53:15 +0000 2020, -118.131964, 34.177310, Morons! 
maracevess, Sat Apr 18 05:53:15 +0000 2020, -121.641268, 36.689149, y’all I ain’t just gonna leak my phone number out here like that .... 😂 
AMolerus, Sat Apr 18 05:53:15 +0000 2020, -122.795782, 45.533126, @100dra_BD @Seesaw @Calvinn_Hobbes @canva @iPadPro @ibpyp Un super outil aussi pour les cartes mentales: MindMeiste… https://t.co/LKBdLfgfdE 
idgajon, Sat Apr 18 05:53:15 +0000 2020, -73.948775, 40.655138, @DeepSeaThot @luislmonroy asdfghjkl WHY U YELLIN 
LuisReynaldoMa3, Sat Apr 18 05:53:15 +0000 2020, -95.446486, 29.838495, @_Madredegatos Nicaragua, Cuba, Venezuela, 🤔que raro vea?!🤦‍♂️🤦‍♂️🤣🤣 
swwithkids, Sat Apr 18 05:53:15 +0000 2020, -111.931711, 34.168253, @dougducey @mcurtis12news @12News When is it safe? 
texas_kayak, Sat Apr 18 05:53:16 +0000 2020, -96.761753, 32.819858, @veebreanne If you’re looking for somebody, let me know, because I ve got a friend who does a fantastic job, and sh… https://t.co/OEXyPPeDkq 
KarenWa92875469, Sat Apr 18 05:53:16 +0000 2020, -74.724323, 40.073041, That’s just plain evil.😈 https://t.co/yKtpelhjZw 
tazmama58, Sat Apr 18 05:53:16 +0000 2020, -77.665311, 42.324906, @PascoSheriff When someone makes a mess and doesn't clean up after themselves 
PraxedesSolorio, Sat Apr 18 05:53:16 +0000 2020, -82.294509, 34.783738, Can’t fall asleep so i am watchin some scandal 
WILCO19561, Sat Apr 18 05:53:16 +0000 2020, -86.791549, 36.200008, @manneb2015 Of course. Only fools support Trump. 
com3t_lvr, Sat Apr 18 05:53:17 +0000 2020, -118.027895, 33.936153, @168075_ I will see you in Florida 😔 
wordman54, Sat Apr 18 05:53:17 +0000 2020, -96.734900, 33.061243, 🎧 #np heartfelt 💎  'Fill Me Up' https://t.co/UjyZhG77Ii 🎙️@amiliakspicer from her acclaimed album #WowandFlutter pi… https://t.co/URQL3it3t1 
DetroitJaylenn, Sat Apr 18 05:53:17 +0000 2020, -83.030573, 42.581306, @sydsocrazy https://t.co/mouLKMBVNe 
CheetahObscura, Sat Apr 18 05:53:17 +0000 2020, -122.330602, 47.614817, @incogthedeer Looks more like snuggles to me! :3 
NalexusP, Sat Apr 18 05:53:17 +0000 2020, -86.270540, 45.001180, Do you eat the blueberry eggos ones? 
mcqueen_maddie, Sat Apr 18 05:53:17 +0000 2020, -77.154445, 38.824284, I have had legitimate arguments about this before but can never find proof that I’m right. 
lovepavelka, Sat Apr 18 05:53:17 +0000 2020, -83.002085, 42.295065, 👀 💀 
tropicalxdani, Sat Apr 18 05:53:17 +0000 2020, -81.705467, 41.495940, when billy ray said “wish you may and wish you might, dont you worry, hold on tight, i promise you that there will come a day”, i felt that 
juicy_985, Sat Apr 18 05:53:17 +0000 2020, -90.821106, 29.743764, Bored 😐 
Rest_Mgr_Plus, Sat Apr 18 05:53:17 +0000 2020, -122.630908, 45.536402, @dgerstner33 @ChrisCuomo Fresh E Doug: get the Fuck outta here and STAY HOME. 
davidxrussell, Sat Apr 18 05:53:17 +0000 2020, -85.978600, 35.830522, Mmm I gotta quit being an asshole:( 
ItIsClit, Sat Apr 18 05:53:17 +0000 2020, -87.732013, 41.833585, https://t.co/f4uUE8lfus 
J_Wessst, Sat Apr 18 05:53:17 +0000 2020, -122.162294, 37.705044, @J_MacWigglin Appreciate that Nupe 
anabelle_cakes, Sat Apr 18 05:53:18 +0000 2020, -118.130426, 33.937674, con ganas de llamarte y decirte quiero chingarte 🎶 
TobiasExplorers, Sat Apr 18 05:53:17 +0000 2020, -97.844068, 30.086299, Day 2 of device distribution! We were able to hand out 140 devices to our Explorers to use for home learning. We we… https://t.co/ZR2eS22W5g 
AllysonSmolyar, Sat Apr 18 05:53:18 +0000 2020, -73.721791, 40.635740, @rodneylief couldn't even type while I was watching you drop some 90s house but hell fuckin yessss to that. I'm alllll about it 
ashhhdanielle, Sat Apr 18 05:53:18 +0000 2020, -97.114771, 33.202495, he know pressure when he sees it. 
KlatuBaradaNiko, Sat Apr 18 05:53:18 +0000 2020, -122.923516, 47.064528, @ButchPhelps @LBernard320 @RepGosar I get blocked by about 10 per night 🤣🤣🤣🤣🤣 
bikergirl1964, Sat Apr 18 05:53:18 +0000 2020, -71.910475, 43.130776, @DOJPH 
JonaSuber12, Sat Apr 18 05:53:18 +0000 2020, -157.799589, 21.319944, More than a woman was that song 
shayesanjuan, Sat Apr 18 05:53:18 +0000 2020, -117.022695, 38.502147, Breast friend forever 💦😘 https://t.co/WeBpsjQhff 
lastvonerich, Sat Apr 18 05:53:18 +0000 2020, -111.858398, 33.639340, @MikeSirois How about Bris shoutouts? 
JoeSchmmoGaming, Sat Apr 18 05:53:18 +0000 2020, -79.861034, 35.170499, Man I feel like a irl friendship is like actually working on a confidant. You level it up as you hangout and as maj… https://t.co/30inkH6CIO 
nasty_canasta, Sat Apr 18 05:53:18 +0000 2020, -122.367378, 37.586112, @BBC_dip I had no idea who he was, even. Had to go on the alt. 
maddisonhyslope, Sat Apr 18 05:53:18 +0000 2020, -111.880874, 33.282450, 2016 // Sam Hunt 
_Johanna_eli, Sat Apr 18 05:53:19 +0000 2020, -117.022463, 32.633767, Im craving some lumpia @gipplife can you make some and ship it to me plz🙃🙈 
NickBorth, Sat Apr 18 05:53:19 +0000 2020, -98.319925, 38.498196, @rockormiston2 @TrevorPippitt @brettswff @DentonClark17 @SiekerSales No! Coors light button is all I ask. 
dgold, Sat Apr 18 05:53:19 +0000 2020, -92.342322, 34.721886, @matthewbwake @MontysanoDoug loved that FFN cd 💿✊🏽 (Arkansas kid here at the time, found em on my own) 
LeslieIslas, Sat Apr 18 05:53:19 +0000 2020, -111.498181, 28.969863, @shawnicepedro @TaydeNavarrete siiiii 
5277_665, Sat Apr 18 05:53:19 +0000 2020, -95.446486, 29.838495, @FredTJoseph Be gratefully appreciated if you coulf help me with some food and medication. Thank You &amp; God BlessPa… https://t.co/Yl99uLr9kz 
jimcrowley, Sat Apr 18 05:53:19 +0000 2020, -122.330602, 47.614817, @StephForrer I get it. I’m still staying tuned for your recommendations. Thanks for those as well. 
DJJenkins, Sat Apr 18 05:53:19 +0000 2020, -118.394972, 34.138363, This data is a great reminder that the vast majority of churches did not meet publicly and followed stay-at-home an… https://t.co/4A7fwjvgQa 
RichardFitswe17, Sat Apr 18 05:53:19 +0000 2020, -104.622776, 38.269550, @smalltaps Your eyes are so damn sexy! Beautiful! 
Normans_Edits, Sat Apr 18 05:53:19 +0000 2020, -102.519012, 36.060553, Thank you but I had to send Charlie to the hospital and I had to tell his niece to leave for the night, he tried to… https://t.co/U9c9s91KWT 
Slickrickk90, Sat Apr 18 05:53:19 +0000 2020, -121.300425, 37.980826, “ YES NIECE “ 🗣 
ayojitos_baybee, Sat Apr 18 05:53:19 +0000 2020, -95.446486, 29.838495, I need to read this everyday 😕 
ji_minxx, Sat Apr 18 05:53:20 +0000 2020, -74.267242, 40.696176, @trookiekookie He can slytherin my bed anytime 
Moflo19, Sat Apr 18 05:53:20 +0000 2020, -97.432425, 27.737151, RAP MON IMNIDA LOL 
CycleBabo, Sat Apr 18 05:53:20 +0000 2020, -97.343915, 37.683897, @DropsNoPanties @MoePody That's spelled 'virus'. 
iranacaa, Sat Apr 18 05:53:20 +0000 2020, -80.233328, 25.782353, b e a u t i f u l 
seokminstarr, Sat Apr 18 05:53:20 +0000 2020, -97.654794, 31.053384, this was.... 4 years ago. 
ShatorriaJ_, Sat Apr 18 05:53:20 +0000 2020, -83.804475, 27.698682, I’m finna see how long i can go without sex . 
JenniPhurr123, Sat Apr 18 05:53:20 +0000 2020, -80.177668, 25.905606, This man calls me Haitian Queen all the time I love it 
cocoalina__, Sat Apr 18 05:53:20 +0000 2020, -73.968542, 40.780709, SXTP4 ▶️ &amp; a hot shower 
lookronn, Sat Apr 18 05:53:20 +0000 2020, -92.112308, 30.239503, Not about to have me looking stupid. Go headddd guh 👉 
DVFaringthon, Sat Apr 18 05:53:20 +0000 2020, -73.860857, 40.944568, @DoctorFarola 🤣🤣🤣 
wax187rv, Sat Apr 18 05:53:20 +0000 2020, -96.761753, 32.819858, @dontcrve Stay-post Malone 
FatBoi843, Sat Apr 18 05:53:20 +0000 2020, -79.780308, 34.182661, Limits are almost universally imposed on such credits multinational corporations usually employ international tax s… https://t.co/BkkUmFwM5x 
_xtmarie, Sat Apr 18 05:53:20 +0000 2020, -85.641142, 42.956412, @Kynificent dm me lbvs 
arianadrx, Sat Apr 18 05:53:21 +0000 2020, -117.887439, 33.739992, my disney bff is having her baby tn omg 🥺🥺🥺 
NykiyahL, Sat Apr 18 05:53:21 +0000 2020, -76.955799, 38.960842, Bestfriend for lifeee💘 @breeeee_h 
Flutoodope, Sat Apr 18 05:53:21 +0000 2020, -95.446486, 29.838495, Life is to short to be trippin over petty shit my g😌 
90210Kinggirl, Sat Apr 18 05:53:21 +0000 2020, -118.411907, 34.020789, dad I miss u 💔 my heart is broken forever 
trap_que, Sat Apr 18 05:53:21 +0000 2020, -90.994416, 30.097890, Muts, sheesh 🥴 
5aa91bf204f14c5, Sat Apr 18 05:53:21 +0000 2020, -73.849441, 40.850347, https://t.co/ZfbzctYXPj 
JustoInSpace, Sat Apr 18 05:53:21 +0000 2020, -117.166667, 32.750000, No Horton Plaza, no Comiccon, lookin like @FabHillcrest the New Old Downtown again.. 😅✊🏾🌈 @ Hillcrest, San Diego https://t.co/0kEndEaK8M 
elkatomartinez, Sat Apr 18 05:53:21 +0000 2020, -100.168717, 25.778679, El mejor día 
Issy25__, Sat Apr 18 05:53:21 +0000 2020, -118.411907, 34.020789, How’s quarantine going ? ft. Lola 💋 https://t.co/IN9Coih0bY 
trinirudegyal23, Sat Apr 18 05:53:21 +0000 2020, -80.294893, 26.156619, @PapaZaniel https://t.co/o0QoXYNiJL 
wordman54, Sat Apr 18 05:53:21 +0000 2020, -96.734900, 33.061243, 📣 ♨️ new 🎶 alert ☞  #RedFlags (lyric video) https://t.co/hFTm3KC6En  🎙️🎬 @BestNotBroken  🎧✍️☞… https://t.co/5LD2Fb73gQ 
rlm30309atl, Sat Apr 18 05:53:21 +0000 2020, -71.683502, 42.036939, @SecretaryCarson @realDonaldTrump You are the worst thing since Slavery.   Trump does not have a Plan. 
dianawut, Sat Apr 18 05:53:21 +0000 2020, -117.462698, 34.108160, @nadinnnoo bitch yes n it’s pissing me off 
Sweetestpot, Sat Apr 18 05:53:22 +0000 2020, -97.552161, 35.482844, @criiator @BigMeanieKing https://t.co/N0BO8M5Hns 
femmetron9000, Sat Apr 18 05:53:22 +0000 2020, -76.908404, 38.750322, I think I might take a break off here soon. Idk what it is but the energy on this app is kinda odd. We all going th… https://t.co/cmx721wV4u 
rdbravog, Sat Apr 18 05:53:22 +0000 2020, -110.722327, 27.883699, a la fecha amigo junto con el de terra de los temas mas poderosos y brutales de un videojuego a mi gusto… https://t.co/AkzIviezWw 
jaasmineperez, Sat Apr 18 05:53:22 +0000 2020, -121.967821, 37.370990, dez pus seed hoe 
JessieBrewer, Sat Apr 18 05:53:22 +0000 2020, -77.236969, 38.805115, @humorandanimals 💗💗💗 
daveandrade32, Sat Apr 18 05:53:22 +0000 2020, -117.166816, 33.138742, @TimMaxwell22 Great response Tim. 
missperlaaaa, Sat Apr 18 05:53:22 +0000 2020, -117.585658, 33.859093, @stilldabeast73 She’s gorgeous! Here’s mine https://t.co/b1Cs19VEiK 
zTiredScientist, Sat Apr 18 05:53:22 +0000 2020, -93.176962, 44.988022, @matcatastrophe @Sarah_Mojarad I, unfortunately, went ahead and read the thread. It had about as much substance as air in a vacuum 
itsmichaelowens, Sat Apr 18 05:53:22 +0000 2020, -118.411907, 34.020789, @JustinKey101 SURE 
_Sean_Graham, Sat Apr 18 05:53:22 +0000 2020, -83.373349, 42.397315, What’s worse? 
sraculishi, Sat Apr 18 05:53:23 +0000 2020, -107.342056, 24.662488, @libro_mal @fairycaroline 
PamelaJacobson2, Sat Apr 18 05:53:23 +0000 2020, -83.804475, 27.698682, @realDonaldTrump They could start for testing YOU for a soul, or a conscience, or for even half a dozen brain cells to rub together. #Asswad 
SaltyVic_, Sat Apr 18 05:53:23 +0000 2020, -117.580036, 33.979343, Carti should rename PAIN 1993 to PAIN 2020 
iam_erizhai, Sat Apr 18 05:53:23 +0000 2020, -75.117998, 40.004866, for sure . 
k_magreaux, Sat Apr 18 05:53:23 +0000 2020, -121.896165, 37.431473, walnut creek reppin' 
brianaalondra2, Sat Apr 18 05:53:23 +0000 2020, -106.417430, 31.793368, i got real happy seeing this 😂💓 @daisymarquez_ https://t.co/SeDgSugfwP 
caramellilthang, Sat Apr 18 05:53:23 +0000 2020, -79.420865, 38.003376, @Xtina_dailies You’re welcome 😇 
MarinaCountMeIn, Sat Apr 18 05:53:23 +0000 2020, -76.603957, 39.169585, friendsss https://t.co/9ofWxD98Rq 
EnriqueLoya00, Sat Apr 18 05:53:23 +0000 2020, -105.294083, 27.042635, Y, ¿a qué sabe el olvido?, ¡qué estúpida pregunta!A mí me sabe a ti y eso es lo que me asusta. Repito, tu sabes quien eres 
ashlii_love, Sat Apr 18 05:53:23 +0000 2020, -98.540651, 29.417501, I don’t understand why other woman put other woman down especially when there is a child involved. 
_mejomanxie, Sat Apr 18 05:53:23 +0000 2020, -71.683502, 42.036939, It be your own homies sometimes 🤡 ass Niggas 
Dramyblakeney, Sat Apr 18 05:53:23 +0000 2020, -100.076888, 31.168893, @AnnieGabstonH Probably not. They will just blame Pelosi and all Dems. They are forever tragically misunderstood an… https://t.co/T3nm8UwQ3M 
Steve_in_B_A, Sat Apr 18 05:53:23 +0000 2020, -98.716992, 35.309047, @Feisty_Ginger_6 @29sweetassugar We love sharing,, https://t.co/BxRXhGWMuu 
LukeTheSkyWalkr, Sat Apr 18 05:53:23 +0000 2020, -84.260672, 33.752887, https://t.co/5XJsGLfTwI 
Shieldzy1964, Sat Apr 18 05:53:24 +0000 2020, -75.117998, 40.004866, @sullydish just watched your segment on @RealTimers . For one guy who enjoys a good bear hug, here’s one for you my friend. ✌️ 
_kaaaitlynx3, Sat Apr 18 05:53:24 +0000 2020, -158.026454, 21.335869, I miss my family down here(especially my dad &amp; sissy), I miss my mom in Vegas, I miss my family in Cali, I miss my… https://t.co/iSq0qQ8dxj 
kungfunelly, Sat Apr 18 05:53:24 +0000 2020, -74.965032, 39.880038, @helaynuhh I love you 
SeriousBismuth, Sat Apr 18 05:53:24 +0000 2020, -75.679541, 39.787320, I misclick on Twitter 100x more than I do on an other app it's starting to be a real problem. 
Josenav22082773, Sat Apr 18 05:53:24 +0000 2020, -121.469664, 38.561722, @ufc @USMAN84kg A back flip 
kalenthastalli, Sat Apr 18 05:53:24 +0000 2020, -87.732013, 41.833585, 🥺💕 
maxxbratt, Sat Apr 18 05:53:24 +0000 2020, -73.831187, 40.670879, @AaliyahLegion Let me know. 
Delgadocxx_1928, Sat Apr 18 05:53:24 +0000 2020, -100.076888, 31.168893, Lux, xoxo https://t.co/uaj1NcdyuQ 
dunkin_nonuts, Sat Apr 18 05:53:24 +0000 2020, -119.306608, 37.269176, Jimmy and Jerry should be switched 💅💅💅 
brentfuchs, Sat Apr 18 05:53:24 +0000 2020, -97.455741, 35.695222, @jakefisher I doubt my chances against Michael Bloomberg. 
gloriac79528089, Sat Apr 18 05:53:24 +0000 2020, -79.943748, 43.523123, Mi ángel con cuerpo físico de 4 patitas que ha tenido  una misión muy especial en nuestras vidas. Amor, ternura y c… https://t.co/o1lBoBiLud 
BTSxFlorida, Sat Apr 18 05:53:25 +0000 2020, -83.804475, 27.698682, BTS members and “MAKE SOME NOISE!” - name a more dynamic duo.#BANGBANGCON #BTS_concert_at_home @BTS_twt 
TrentOwenDrums, Sat Apr 18 05:53:25 +0000 2020, -118.503259, 34.415631, Did some clapping with @WillSasso in my “Babies” shirt. @chrisdelia https://t.co/rg3A7K3LsO 
mikeyxox_, Sat Apr 18 05:53:25 +0000 2020, -97.935323, 35.844064, @aliciareed13_ Who you gonna listen too them or Tina Snow? 
frankportillo01, Sat Apr 18 05:53:25 +0000 2020, -118.411907, 34.020789, @Daphnnel1 Creo que después de todo lo que estamos pasando, habrán muchos que se despertaran y comenzaran a incluir… https://t.co/CIkpfGWsXX 
MarieSiobsbhndy, Sat Apr 18 05:53:25 +0000 2020, -72.817995, 41.383494, @yesnicksearcy @JoeBiden Na I shared them with your dad. 🖕🏻Nothing little about this girl. I served my nation’s m… https://t.co/zTf94hi7RQ 
Almighty_Davion, Sat Apr 18 05:53:25 +0000 2020, -96.478810, 31.682845, hmu 
BayzWeysi, Sat Apr 18 05:53:25 +0000 2020, -96.542605, 33.018461, Sad :( 
Derick74345600, Sat Apr 18 05:53:25 +0000 2020, -108.574616, 39.091751, @realDonaldTrump It's in my CSL PLASMA. 
AndrewJMcManus, Sat Apr 18 05:53:25 +0000 2020, -118.411907, 34.020789, This is your governor @GovRonDeSantis #Florida 😷😂 
nicefaceilikeit, Sat Apr 18 05:53:26 +0000 2020, -73.831187, 40.670879, I’m craving Chinese food so much I made fried rice at almost 2 AM lmaooooo get me outta here !!! 
yungtweaka, Sat Apr 18 05:53:26 +0000 2020, -118.156711, 33.809172, @emelycsl W 
ScGloria12, Sat Apr 18 05:53:26 +0000 2020, -110.676221, 28.008597, No puede ser que hermoso jajajaja 
samoravandross, Sat Apr 18 05:53:26 +0000 2020, -84.532133, 33.948124, hbd bae 🙈 @THESLUMPGOD 
EsaMalvaroz, Sat Apr 18 05:53:26 +0000 2020, -100.168717, 25.778679, Pueden pasar años pero aun me emoción cuando B Rabbit deja callado a Papá Doc #8Mile 
SimplyStassi_, Sat Apr 18 05:53:26 +0000 2020, -83.173867, 32.678207, The audio got me crying @PorchaLive https://t.co/QzjPdfxKqt 
ASTABusiness, Sat Apr 18 05:53:26 +0000 2020, -81.402347, 28.299371, Welcome to our new Team Mate!! Client Acquistions Manager in #greenville for #DigitalMarketing in ASTA.Big welcome… https://t.co/twkvCpZ0Y0 
KiloCharlieTO, Sat Apr 18 05:53:26 +0000 2020, -79.272570, 43.629311, @acnhdaydream Cool! Let me know what DIYs you have to trade? 🙂 
